endTime,artistName,trackName,msPlayed
2019-12-30 22:02,Blac Youngsta,Cut Up (feat. Tory Lanez) - Remix,1114
2019-12-30 22:02,Pardison Fontaine,Take It Down (feat. Offset),5270
2019-12-30 22:02,Roddy Ricch,Boom Boom Room,37848
2019-12-30 22:02,SOB X RBE,My Chain,2716
2019-12-30 22:02,Young Thug,Bad Bad Bad (feat. Lil Baby),1137
2019-12-30 22:14,Flipp Dinero,How I Move (feat. Lil Baby),355040
2019-12-30 22:14,Big Sean,Bezerk (feat. A$AP Ferg),5762
2019-12-30 22:14,Hitmaka,"Thot Box (Remix) [feat. Young MA, Dreezy, Mulatto, DreamDoll, Chinese Kitty]",1648
2019-12-30 22:14,Post Malone,Enemies (feat. DaBaby),1393
2019-12-30 22:18,Casanova,Woah (feat. Jeremih),1705
2019-12-30 22:18,Pop Smoke,Dior,216386
2019-12-30 22:19,Young M.A,BIG,882
2019-12-30 22:19,JACKBOYS,OUT WEST (feat. Young Thug),46021
2019-12-30 22:19,JACKBOYS,OUT WEST (feat. Young Thug),7360
2019-12-30 22:23,Young M.A,BIG,225919
2019-12-30 22:25,NGHTMRE,CASH COW,1322
2019-12-30 22:25,Doja Cat,Juicy,56306
2019-12-30 22:39,Quality Control,"Pink Toes (Offset, DaBaby feat. Gunna)",120689
2019-12-30 22:39,Baby Keem,Baby Keem,1044
2019-12-30 22:42,Roddy Ricch,Start Wit Me (feat. Gunna),158691
2019-12-30 22:47,Blac Youngsta,Like A Pro (feat. DaBaby),177008
2019-12-30 22:48,Flipp Dinero,Looking At Me (feat. Rich The Kid),73146
2019-12-30 22:53,Bodega Boys,01 Episode 1  WE GOT WINGS,1798
2019-12-31 00:45,Bodega Boys,01 Episode 1  WE GOT WINGS,2827734
2019-12-31 01:19,Bodega Boys,Episode 2: Empire N Chill,1885058
2019-12-31 12:13,Roddy Ricch,The Box,196652
2019-12-31 12:17,83 Babies,No Cap (feat. Rich The Kid),260874
2019-12-31 12:18,A Boogie Wit da Hoodie,Mood Swings,66656
2019-12-31 12:18,French Montana,Suicide Doors (feat. Gunna),938
2019-12-31 13:06,Roddy Ricch,Tip Toe (feat. A Boogie Wit da Hoodie),64403
2019-12-31 13:09,KSI,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",12415
2019-12-31 13:09,Lil Tecca,Did It Again,17205
2019-12-31 13:09,Gucci Mane,Big Boy Diamonds (feat. Kodak Black & London on Da Track),151481
2019-12-31 13:28,Bodega Boys,Episode 2: Empire N Chill,1120335
2019-12-31 13:54,The Joe Budden Podcast with Rory & Mal..,"Episode 309 | ""No Cigarettes in the Church""",1376
2019-12-31 19:18,Bodega Boys,Episode 3: Stick Your Hand In The Mystery Hole,531776
2019-12-31 21:22,Bodega Boys,Episode 3: Stick Your Hand In The Mystery Hole,3144548
2019-12-31 22:13,Bodega Boys,Episode 3: Stick Your Hand In The Mystery Hole,1924934
2019-12-31 22:16,Roddy Ricch,The Box,196652
2019-12-31 22:20,Drake,Money In The Grave (Drake ft. Rick Ross),205426
2019-12-31 22:32,NLE Choppa,Shotta Flow (Feat. Blueface) [Remix],2304
2019-12-31 22:32,Lil Yachty,Who Want The Smoke?,1664
2019-12-31 22:32,DaBaby,BOP,127288
2019-12-31 22:32,Meek Mill,Dreams and Nightmares,5610
2019-12-31 22:32,Noname,Don't Forget About Me,5162
2019-12-31 22:32,Mulatto,B*tch From Da Souf,362
2019-12-31 22:33,Lil Nas X,Rodeo,554
2019-12-31 22:33,Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",1727
2019-12-31 22:33,City Girls,Act Up,896
2019-12-31 22:36,Gunna,Baby Birkin,181948
2019-12-31 22:38,Gucci Mane,Big Boy Diamonds (feat. Kodak Black & London on Da Track),151481
2019-12-31 22:42,Famous Dex,"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)",230408
2019-12-31 22:45,Roddy Ricch,Out Tha Mud,212051
2019-12-31 22:50,Teedra Moses,Be Your Girl (Kaytranada Edition),268087
2019-12-31 22:50,Meek Mill,Going Bad (feat. Drake),9181
2019-12-31 22:50,Quavo,WORKIN ME,682
2019-12-31 22:53,Lil Yachty,Get Dripped (feat. Playboi Carti),158769
2019-12-31 22:57,Burna Boy,Ye,231618
2019-12-31 22:59,Migos,Stripper Bowl,127
2019-12-31 22:59,Gunna,Yao Ming,149613
2019-12-31 22:59,Ultimate Rejects,Full Extreme,8067
2019-12-31 23:01,Flipp Dinero,Leave Me Alone,85824
2019-12-31 23:02,Kash Doll,Ice Me Out - Remix,640
2019-12-31 23:02,Cardi B,Money,99114
2019-12-31 23:02,Rich The Kid,Splashin,1386
2020-01-01 00:11,Quality Control,100 Racks (Offset feat. Playboi Carti),157645
2020-01-01 00:25,Kodak Black,ZEZE (feat. Travis Scott & Offset),9874
2020-01-01 00:25,Burna Boy,JA ARA E,696
2020-01-01 00:25,Burna Boy,JA ARA E,23
2020-01-01 00:25,Burna Boy,JA ARA E,12306
2020-01-01 00:25,Megan Thee Stallion,Big Ole Freak,214850
2020-01-01 00:25,Flipp Dinero,Time Goes Down,952
2020-01-01 00:29,Flipp Dinero,Time Goes Down,195789
2020-01-01 00:34,Rich The Kid,Lost It (feat. Quavo & Offset),272152
2020-01-01 00:36,Aminé,REEL IT IN (feat. Gucci Mane) - Remix,166960
2020-01-01 00:51,Travis Scott,NO BYSTANDERS,214167
2020-01-01 00:52,Beyoncé,MOOD 4 EVA (feat. Oumou Sangaré),4969
2020-01-01 00:52,Beyoncé,OTHERSIDE,1880
2020-01-01 00:52,Too $hort,"Save All That Love (feat. Mozzy, Mistah F.A.B. & Nef The Pharaoh)",60371
2020-01-01 00:55,Megan Thee Stallion,Freak Nasty,173798
2020-01-01 00:58,Beyoncé,Before I Let Go - Homecoming Live Bonus Track,167429
2020-01-01 00:58,YG,Go Loko,2229
2020-01-01 01:01,Quality Control,Double Trouble (Quavo feat. Meek Mill),176911
2020-01-01 01:03,Cautious Clay,Cold War,2298
2020-01-01 01:03,Travis Scott,SICKO MODE,119804
2020-01-01 01:03,Kodak Black,Roll In Peace (feat. XXXTENTACION),11981
2020-01-01 01:06,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),205040
2020-01-01 01:09,DaBaby,Goin Baby,141826
2020-01-01 01:09,Lil Pump,Butterfly Doors,13769
2020-01-01 01:09,DaBaby,Suge,3924
2020-01-01 01:09,Offset,Clout (feat. Cardi B),1802
2020-01-01 01:09,Gucci Mane,Wasted (feat. Plies),16114
2020-01-01 01:09,Maxo Kream,She Live (feat. Megan Thee Stallion),1602
2020-01-01 01:11,Kodak Black,Identity Theft,127345
2020-01-01 01:12,Yella Beezy,"That's On Me (Remix) (feat. 2 Chainz, T.I., Rich The Kid, Jeezy, Boosie Badazz & Trapboy Freddy)",1625
2020-01-01 01:12,Gunna,Outstanding,1486
2020-01-01 01:12,City Girls,Twerk (feat. Cardi B),1602
2020-01-01 01:12,Gunna,3 Headed Snake (feat. Young Thug),2089
2020-01-01 01:12,Masego,Navajo,12283
2020-01-01 01:12,Quality Control,"Like That (City Girls, Stefflon Don feat. Renni Rucci, Mustard)",1439
2020-01-01 01:12,Gunna,Drip or Drown,3370
2020-01-01 01:12,DaBaby,Baby Sitter (feat. Offset),2089
2020-01-01 01:12,Beyoncé,ALREADY,1671
2020-01-01 01:15,Quality Control,Virgil,170935
2020-01-01 01:18,Ari Lennox,Whipped Cream,1300
2020-01-01 01:18,SiR,D'Evils,1207
2020-01-01 01:18,Lil Baby,Drip Too Hard (Lil Baby & Gunna),2159
2020-01-01 01:18,J. Cole,MIDDLE CHILD,5224
2020-01-01 01:18,Young Thug,Hot (feat. Gunna),193026
2020-01-01 01:18,Gucci Mane,I'm Not Goin' (feat. Kevin Gates),7161
2020-01-01 01:18,Beyoncé,"SPIRIT - From Disney's ""The Lion King""",1625
2020-01-01 01:21,21 Savage,1.5,148655
2020-01-01 01:23,O.T. Genasis,Look at That,147905
2020-01-01 01:26,Beyoncé,NILE,27083
2020-01-01 01:26,Lil Baby,Yes Indeed,142273
2020-01-01 01:29,Beyoncé,"You Don't Love Me (No, No, No) - Homecoming Live",2117
2020-01-01 01:29,Gunna,Who You Foolin,151539
2020-01-01 01:32,Mustard,Pure Water (with Migos),192470
2020-01-01 01:32,Tekno,DON'T JEALOUS ME,25319
2020-01-01 17:58,Tekno,DON'T JEALOUS ME,130663
2020-01-01 18:02,Solange,F.U.B.U. (feat. The-Dream & BJ The Chicago Kid),277693
2020-01-01 18:06,Gunna,Idk Why,199687
2020-01-01 18:09,Quavo,LOSE IT (feat. Lil Baby),69373
2020-01-01 18:11,Ari Lennox,Shea Butter Baby (with J. Cole),98731
2020-01-01 18:14,Koffee,Toast,150906
2020-01-01 18:19,The Read,Best OF 2019,342006
2020-01-02 00:45,Gunna,Who You Foolin,4181
2020-01-02 00:46,PJ Morton,How Deep Is Your Love (feat. Yebba) - Live,2176
2020-01-02 00:46,Flipp Dinero,How I Move (feat. Lil Baby),682
2020-01-02 00:46,83 Babies,No Cap (feat. Rich The Kid),48426
2020-01-02 00:47,Bas,Boca Raton (with A$AP Ferg),56917
2020-01-02 02:11,Trey Songz,Na Na,1664
2020-01-02 02:11,Solange,Way to the Show,2837
2020-01-02 02:11,Destiny's Child,Love,2496
2020-01-02 02:11,Beyoncé,Dance for You,1834
2020-01-02 02:25,Beyoncé,Dance for You,2043
2020-01-02 02:55,Bodega Boys,Episode 3: Stick Your Hand In The Mystery Hole,1357045
2020-01-02 02:57,Bodega Boys,Episode 4: Shiny Squeaky Clits,105824
2020-01-02 17:27,Bodega Boys,Episode 4: Shiny Squeaky Clits,2584714
2020-01-02 22:25,24kGoldn,DROPPED OUTTA COLLEGE,1280
2020-01-02 22:25,Roddy Ricch,The Box,137557
2020-01-02 22:25,Tank God,Bentley Trucks,682
2020-01-02 22:25,Tyga,MAMACITA,746
2020-01-02 22:25,Lil Mosey,Stuck In A Dream (feat. Gunna),1109
2020-01-02 22:25,Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],1024
2020-01-02 22:25,NLE Choppa,Matrix,533
2020-01-02 22:25,24kGoldn,VALENTINO,661
2020-01-02 22:25,Quin Nfn,Poles,767
2020-01-02 22:25,Juice WRLD,Bandit (with YoungBoy Never Broke Again),1322
2020-01-02 22:25,Gucci Mane,Big Booty (feat. Megan Thee Stallion),1664
2020-01-02 22:25,DaBaby,VIBEZ,831
2020-01-02 22:27,Megan Thee Stallion,Cash Shit (feat. DaBaby),703
2020-01-02 22:27,DaBaby,Suge,108970
2020-01-02 22:27,Polo G,Pop Out (feat. Lil Tjay),960
2020-01-02 22:27,J. Cole,MIDDLE CHILD,575
2020-01-02 22:27,City Girls,Act Up,1151
2020-01-02 22:27,Meek Mill,Going Bad (feat. Drake),1088
2020-01-02 22:29,Young Thug,Hot (feat. Gunna),131477
2020-01-02 22:34,21 Savage,a lot,286144
2020-01-02 22:36,YoungBoy Never Broke Again,Make No Sense,148629
2020-01-02 22:40,Flipp Dinero,How I Move (feat. Lil Baby),224915
2020-01-02 22:44,Drake,Money In The Grave (Drake ft. Rick Ross),205426
2020-01-02 22:45,Young M.A,BIG,78215
2020-01-03 12:49,Mustard,Ballin' (with Roddy Ricch),180434
2020-01-03 12:51,Pop Smoke,Dior,115818
2020-01-03 12:51,Mustard,Perfect Ten (feat. Nipsey Hussle),2005
2020-01-03 12:52,Shoreline Mafia,"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)",1706
2020-01-03 12:52,Moneybagg Yo,All Dat (with Megan Thee Stallion),746
2020-01-03 12:52,Gucci Mane,Big Boy Diamonds (feat. Kodak Black & London on Da Track),92095
2020-01-03 12:54,Flipp Dinero,How I Move (feat. Lil Baby),85440
2020-01-03 12:54,Roddy Ricch,Die Young,6933
2020-01-03 14:27,Mustard,Ballin' (with Roddy Ricch),6325
2020-01-03 14:30,Mustard,Ballin' (with Roddy Ricch),180434
2020-01-03 14:31,DJ Khaled,Freak N You (feat. Lil Wayne & Gunna),45166
2020-01-03 14:35,Flipp Dinero,How I Move (feat. Lil Baby),224915
2020-01-03 14:35,Tory Lanez,TAlk tO Me (with Rich The Kid),9922
2020-01-03 14:36,Lil Baby,"Catch The Sun - From ""Queen & Slim: The Soundtrack""",69034
2020-01-03 14:36,Fabolous,Us vs. The World (feat. Chris Brown & Teyana Taylor),1504
2020-01-03 14:36,Jeremih,FYT (feat. French Montana),1653
2020-01-03 14:40,Pop Smoke,Dior,216386
2020-01-03 14:42,O.T. Genasis,Big Shot (feat. Mustard),6038
2020-01-03 14:42,Cordae,Broke As Fuck,46730
2020-01-03 14:45,DaBaby,Baby Sitter (feat. Offset),618
2020-01-03 14:45,Roddy Ricch,Out Tha Mud,172373
2020-01-03 14:46,Lil Tjay,Brothers (feat. Lil Durk) - Remix,1077
2020-01-03 14:46,Jacquees,"Verify (feat. Young Thug, Gunna)",18698
2020-01-03 14:46,Dreamville,Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),949
2020-01-03 14:46,Mustard,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",768
2020-01-03 14:46,Mustard,On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),1013
2020-01-03 14:46,Brent Faiyaz,Fuck The World (Summer in London),0
2020-01-03 14:46,YG,In The Dark,1365
2020-01-03 14:46,Casanova,Woah (feat. Jeremih),1002
2020-01-03 14:46,Ty Dolla $ign,Purple Emoji (feat. J. Cole),1109
2020-01-03 14:46,SAINt JHN,Anything Can Happen (feat. Meek Mill),1098
2020-01-03 14:46,DaBaby,21,4896
2020-01-03 14:46,Yella Beezy,Restroom Occupied (feat. Chris Brown),831
2020-01-03 14:46,Mustard,Woah Woah (feat. Young Thug & Gunna),906
2020-01-03 14:46,Quality Control,Baby (Lil Baby feat. DaBaby),1120
2020-01-03 14:46,Mustard,Perfect Ten (feat. Nipsey Hussle),1610
2020-01-03 14:48,Ty Dolla $ign,Hottest in the City,1002
2020-01-03 14:48,Shoreline Mafia,"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)",2613
2020-01-03 14:48,A$AP Ferg,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",0
2020-01-03 14:48,Offset,Clout (feat. Cardi B),682
2020-01-03 14:48,Big Sean,Bezerk (feat. A$AP Ferg),725
2020-01-03 14:48,Mustard,Surface,597
2020-01-03 14:48,DJ Khaled,"You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)",373
2020-01-03 14:48,Megan Thee Stallion,"Ride Or Die - From ""Queen & Slim: The Soundtrack""",93920
2020-01-03 14:48,Tory Lanez,Beauty In The Benz (feat. Snoop Dogg),650
2020-01-03 14:53,Gucci Mane,Big Boy Diamonds (feat. Kodak Black & London on Da Track),151481
2020-01-03 14:55,Quality Control,Big Rocks (Offset feat. Young Thug),144000
2020-01-03 14:56,Megan Thee Stallion,Cash Shit (feat. DaBaby),21678
2020-01-03 14:59,Nipsey Hussle,Double Up (feat. Belly and Dom Kennedy),32297
2020-01-03 14:59,Young Thug,Hot (feat. Gunna),193026
2020-01-03 15:01,Jay Rock,Tap Out (feat. Jeremih),266
2020-01-03 15:01,Jack Harlow,THRU THE NIGHT (feat. Bryson Tiller),92106
2020-01-03 15:01,Pop Smoke,Welcome To The Party,992
2020-01-03 15:01,Lil Durk,Home Body (feat. Teyana Taylor & Melii) - Remix,1002
2020-01-03 15:01,Wale,Poledancer (feat. Megan Thee Stallion),714
2020-01-03 15:01,Meek Mill,24/7 (feat. Ella Mai),1205
2020-01-03 15:05,Tory Lanez,Jerry Sprunger (with T-Pain),233546
2020-01-03 15:08,Tyla Yaweh,I Think I Luv Her (feat. YG),160742
2020-01-03 15:11,Young M.A,BIG,225919
2020-01-03 15:15,Wale,Love... (Her Fault) [feat. Bryson Tiller],0
2020-01-03 15:15,Metro Boomin,Space Cadet (feat. Gunna),0
2020-01-03 15:15,Dreamville,Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),0
2020-01-03 15:15,Shoreline Mafia,"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)",735
2020-01-03 15:15,Kevin Gates,By My Lonely,0
2020-01-03 15:15,YG,In The Dark,714
2020-01-03 15:15,Kash Doll,Ready Set (feat. Big Sean),767
2020-01-03 15:15,Ty Dolla $ign,Purple Emoji (feat. J. Cole),778
2020-01-03 15:15,Guapdad 4000,Gucci Pajamas (feat. Chance the Rapper and Charlie Wilson),874
2020-01-03 15:15,Yella Beezy,Restroom Occupied (feat. Chris Brown),586
2020-01-03 15:15,DaBaby,RAW SHIT (feat. Migos),5162
2020-01-03 15:15,DaBaby,RAW SHIT (feat. Migos),671
2020-01-03 15:15,Mustard,Woah Woah (feat. Young Thug & Gunna),5155
2020-01-03 15:15,Jacquees,Your Peace (feat. Lil Baby),693
2020-01-03 15:15,NAV,Tap (feat. Meek Mill),1674
2020-01-03 15:15,Wale,On Chill (feat. Jeremih),214035
2020-01-03 15:15,Roddy Ricch,Out Tha Mud,1631
2020-01-03 15:15,Mustard,Perfect Ten (feat. Nipsey Hussle),544
2020-01-03 15:15,Tory Lanez,TAlk tO Me (with Rich The Kid),714
2020-01-03 15:18,DaBaby,INTRO,172800
2020-01-03 15:18,DaBaby,PROLLY HEARD,4342
2020-01-03 15:19,Beyoncé,Single Ladies (Put a Ring on It),1120
2020-01-03 15:19,Beyoncé,Suga Mama,3263
2020-01-03 15:19,Mahalia,What You Did (feat. Ella Mai),362
2020-01-03 15:19,DaBaby,"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",64757
2020-01-03 15:19,Megan Thee Stallion,Big Ole Freak,821
2020-01-03 15:19,Beyoncé,Daddy Lessons,1248
2020-01-03 15:20,D Smoke,Last Supper,24330
2020-01-03 15:20,D Smoke,Last Supper,85
2020-01-03 15:20,Gent & Jawns,TurnUp,0
2020-01-03 15:20,Gent & Jawns,TurnUp,330
2020-01-03 15:23,Macklemore,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",1226
2020-01-03 15:23,T-Pain,Bartender,211520
2020-01-03 15:24,Dave East,Night Shift,2709
2020-01-03 15:24,Macklemore,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",1994
2020-01-03 15:24,Teyana Taylor,No Manners,1418
2020-01-03 15:24,Saweetie,My Type,1781
2020-01-03 15:24,Saweetie,My Type,725
2020-01-03 15:24,Gucci Mane,Pop Music,5706
2020-01-03 15:28,Ja Rule,Always On Time,245133
2020-01-03 15:31,Beyoncé,OTHERSIDE,219991
2020-01-03 15:32,Monica,So Gone,2890
2020-01-03 15:32,Jessie J,Bang Bang,7965
2020-01-03 15:36,Chris Brown,New Flame (feat. Usher & Rick Ross),244226
2020-01-03 15:38,Teyana Taylor,Business,789
2020-01-03 15:38,Mac Ayres,Something to Feel,138963
2020-01-03 15:38,Big Sean,Moves,202
2020-01-03 15:38,Drake,Digital Dash,0
2020-01-03 15:38,The Weeknd,Often,0
2020-01-03 15:38,H.E.R.,Say It Again,117
2020-01-03 15:38,Gucci Mane,Ice (feat. Gunna & Lil Baby),1813
2020-01-03 15:38,Gucci Mane,Put Some Wood In Her,0
2020-01-03 15:41,City Girls,JT First Day Out,187679
2020-01-03 15:45,Rihanna,Sex With Me,206400
2020-01-03 15:47,Megan Thee Stallion,"Ride Or Die - From ""Queen & Slim: The Soundtrack""",6368
2020-01-03 15:47,Teyana Taylor,Hurry,113294
2020-01-03 15:47,Gucci Mane,Richest Nigga in the Room,1386
2020-01-03 16:30,Kehlani,All Me (feat. Keyshia Cole),178347
2020-01-03 16:31,The Weeknd,Real Life,1013
2020-01-03 16:31,Beyoncé,Partition - Homecoming Live,906
2020-01-03 16:31,H.E.R.,Jungle,42
2020-01-03 16:31,Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),6895
2020-01-03 16:31,Gucci Mane,Guwop Home (feat. Young Thug),95
2020-01-03 16:31,Beyoncé,MOOD 4 EVA (feat. Oumou Sangaré),885
2020-01-03 16:31,H.E.R.,Changes,1888
2020-01-03 16:35,Beyoncé,MOOD 4 EVA (feat. Oumou Sangaré),272068
2020-01-03 16:36,Gucci Mane,Guwop Home (feat. Young Thug),51740
2020-01-03 16:39,Teyana Taylor,Issues/Hold On,185979
2020-01-03 16:42,Gucci Mane,St. Brick Intro,145146
2020-01-03 16:42,Snoh Aalegra,I Want You Around (feat. 6LACK) - Remix,18359
2020-01-03 16:46,Ari Lennox,Up Late,266934
2020-01-03 16:50,Teyana Taylor,Maybe,245000
2020-01-03 16:51,Megan Thee Stallion,Freak Nasty,693
2020-01-03 16:51,Teyana Taylor,Do Not Disturb,74
2020-01-03 16:51,Ari Lennox,Shea Butter Baby (with J. Cole),1290
2020-01-03 16:51,Teyana Taylor,Just Different,640
2020-01-03 16:51,Beyoncé,Soldier (feat. Kelly Rowland & Michelle Williams) - Homecoming Live,17241
2020-01-03 16:53,Gucci Mane,Big Boy Diamonds (feat. Kodak Black & London on Da Track),151481
2020-01-03 16:57,Megan Thee Stallion,Cash Shit (feat. DaBaby),10961
2020-01-03 16:57,Ty Dolla $ign,Hottest in the City,767
2020-01-03 16:57,Quality Control,"Come On (City Girls, Saweetie feat. DJ Durel)",187994
2020-01-03 16:57,Summer Walker,Girls Need Love (with Drake) - Remix,800
2020-01-03 16:57,O.T. Genasis,Bae,394
2020-01-03 16:57,Pop Smoke,Welcome To The Party,661
2020-01-03 16:57,Blac Youngsta,Cut Up,0
2020-01-03 16:57,Summer Walker,Come Thru (with Usher),0
2020-01-03 16:57,Big Sean,Single Again,917
2020-01-03 16:57,DaniLeigh,Easy - Unplugged,223
2020-01-03 16:57,Mulatto,B*tch From Da Souf,842
2020-01-03 16:57,Jacquees,Who's,106
2020-01-03 17:04,Summer Walker,Come Thru (with Usher),1068
2020-01-03 18:30,The Read,Best OF 2019,1064476
2020-01-03 21:02,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",0
2020-01-03 21:02,Freddie Gibbs,Palmolive (feat. Pusha T & Killer Mike),0
2020-01-03 21:02,Gunna,Speed It Up,0
2020-01-03 21:02,"Tyler, The Creator",EARFQUAKE,447
2020-01-03 21:02,Lil Wayne,6 Foot 7 Foot,351
2020-01-03 21:02,True Crime Obsessed,114: Cocaine Cowboys,1362132
2020-01-03 21:02,Lil Uzi Vert,Sanguine Paradise,0
2020-01-03 21:02,Dom Kennedy,My Type of Party,0
2020-01-03 21:02,Drake,Jumpman,544
2020-01-03 21:02,Tory Lanez,Freaky,469
2020-01-03 21:02,French Montana,Unforgettable,0
2020-01-03 21:02,Rick Ross,Gold Roses (feat. Drake),640
2020-01-03 21:02,DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",0
2020-01-03 21:02,GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",0
2020-01-03 21:02,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),1258
2020-01-03 21:02,Ski Mask The Slump God,Faucet Failure,0
2020-01-03 21:02,Baby Keem,ORANGE SODA,95
2020-01-03 21:02,Blueface,Thotiana,191
2020-01-03 21:02,Saba,Beautiful Smile,885
2020-01-03 21:02,City Girls,Act Up,383
2020-01-03 21:02,"Tyler, The Creator",Yonkers,1194
2020-01-03 21:02,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),0
2020-01-03 21:02,Lil Tjay,F.N,0
2020-01-03 21:02,Benny The Butcher,18 Wheeler (feat. Pusha T),0
2020-01-03 21:02,Juice WRLD,Lucid Dreams,0
2020-01-03 21:02,Drake,Money In The Grave (Drake ft. Rick Ross),565
2020-01-03 21:03,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",38453
2020-01-03 21:03,Young Thug,Sup Mate (feat. Future),2720
2020-01-03 21:03,Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],1290
2020-01-03 21:03,Young Thug,Just How It Is,1066
2020-01-03 21:08,Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],279906
2020-01-03 21:10,Young Thug,Just How It Is,136029
2020-01-03 21:10,Young Thug,I Bought Her (feat. Lil Duke),1408
2020-01-03 21:13,Young Thug,Bad Bad Bad (feat. Lil Baby),1077
2020-01-03 21:13,Young Thug,Lil Baby,1237
2020-01-03 21:13,Young Thug,Diamonds (feat. Gunna),4170
2020-01-03 21:13,Young Thug,Die Today,180506
2020-01-03 21:13,Young Thug,Pussy,2858
2020-01-03 21:13,Young Thug,Hot (feat. Gunna),1226
2020-01-03 21:13,Young Thug,Jumped Out the Window,970
2020-01-03 21:13,Young Thug,Circle Of Bosses (feat. Quavo),896
2020-01-03 21:13,Young Thug,What's the Move (feat. Lil Uzi Vert),928
2020-01-03 21:13,Young Thug,I'm Scared (feat. 21 Savage & Doe Boy),4220
2020-01-03 21:13,Young Thug,Cartier Gucci Scarf (feat. Lil Duke),1973
2020-01-03 21:14,Young Thug,Ecstasy (feat. Machine Gun Kelly),10
2020-01-03 21:14,Young Thug,Big Tipper (feat. Lil Keed),874
2020-01-03 21:15,Young Thug,Boy Back (feat. NAV),330
2020-01-03 21:15,Young Thug,The London (feat. J. Cole & Travis Scott),597
2020-01-03 21:15,Young Thug,Light It Up,88736
2020-01-03 21:15,Young Thug,Mannequin Challenge (feat. Juice WRLD),938
2020-01-03 21:43,Young Thug,Surf (feat. Gunna),134118
2020-01-03 23:41,The Read,Best OF 2019,2964014
2020-01-03 23:41,Therapy for Black Girls,Session 136: 20 Questions for 2020,4100
2020-01-03 23:43,Q Money,Neat,104954
2020-01-03 23:46,Gunna,Out The Hood,155872
2020-01-03 23:47,Gbmnutron,Practice,11400
2020-01-03 23:47,Tiwa Savage,KEYS TO THE KINGDOM,1160
2020-01-03 23:47,Travis Scott,YOSEMITE,55857
2020-01-03 23:47,Blueface,Thotiana,2623
2020-01-03 23:47,Beyoncé,Drunk in Love - Homecoming Live,1927
2020-01-03 23:47,Beyoncé,I Care - Homecoming Live,5665
2020-01-03 23:48,Nao,Drive and Disconnect,75000
2020-01-03 23:51,Quality Control,Double Trouble (Quavo feat. Meek Mill),176911
2020-01-03 23:52,Gucci Mane,Lemonade,51862
2020-01-03 23:52,Lil' Kim,Crush on You (feat. Lil' Cease) - Remix,719
2020-01-03 23:52,Quality Control,Fu*k Dat Ni**a,557
2020-01-03 23:55,Lil' Kim,Crush on You (feat. Lil' Cease) - Remix,196789
2020-01-04 01:47,Bodega Boys,Episode 4: Shiny Squeaky Clits,1097984
2020-01-04 16:13,Bodega Boys,Episode 4: Shiny Squeaky Clits,7140
2020-01-04 16:14,PopRoast,"#PopRoast: Amanda Seales Hired, Loni Love Fired? Drita's Troubles, Joseline's Caberet & Celebrity Gossip",0
2020-01-04 17:15,Bodega Boys,Episode 5: Bodega Dick Pills,3408199
2020-01-04 17:34,Bodega Boys,Episode 6: Black Pipes Matter,876878
2020-01-04 19:48,Bodega Boys,Episode 6: Black Pipes Matter,2929495
2020-01-05 22:03,Bodega Boys,Episode 7: Butt is Life,3565045
2020-01-05 23:41,PJ Morton,How Deep Is Your Love (feat. Yebba) - Live,210132
2020-01-05 23:50,Lucky Daye,Roll Some Mo,5695
2020-01-05 23:56,PJ Morton,How Deep Is Your Love (feat. Yebba) - Live,301567
2020-01-05 23:59,Lucky Daye,Roll Some Mo,16597
2020-01-06 00:03,PJ Morton,How Deep Is Your Love (feat. Yebba) - Live,210132
2020-01-06 00:03,Lucky Daye,Roll Some Mo,2730
2020-01-06 13:16,Bodega Boys,Episode 7: Butt is Life,1279872
2020-01-06 13:19,Roddy Ricch,The Box,196652
